0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775
0.6452695 0.04124705709 0.6441675 0.04156797175 0.6439475 0.04167941894 0.643924 0.04169413542 0.948504 0.03788876451 0.9482235 0.03799585666 0.948185 0.03800971676 0.948184 0.03800920206 0.5764785 0.04964879659 0.5763245 0.04959873306 0.576292 0.04960582856 0.5762885 0.04960571897
79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005
80.232 1.833736335 80.2725 1.846303859 80.275 1.846761392 80.275 1.845509285 69.7935 1.979469436 69.7755 1.974039999 69.7765 1.974815747 69.776 1.97522952 78.383 2.165121186 78.399 2.165837775 78.4015 2.166289872 78.4015 2.167008857
0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775
0.618035 0.04251388038 0.6157635 0.04341921995 0.615543 0.04356545645 0.6155005 0.04358605016 0.939982 0.03699972533 0.9397015 0.0370530334 0.9396935 0.03706317448 0.939691 0.03706392439 0.5775295 0.05023473922 0.57744 0.05020057759 0.5774315 0.05019251739 0.577431 0.05019188446
79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005
80.7805 1.731780897 80.83 1.738999886 80.8355 1.749914499 80.8345 1.749532529 69.969 1.83328768 69.972 1.830318642 69.966 1.830106678 69.9655 1.829561759 78.424 2.171173409 78.429 2.167591118 78.432 2.16926359 78.432 2.16926359
0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.660304 0.04313863574 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.9595925 0.03614906455 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775 0.5796555 0.05179466775
0.615893 0.04436325442 0.6141095 0.04458742595 0.613885 0.04464313072 0.613863 0.04464772365 0.937148 0.03641396822 0.9367395 0.03645938871 0.9367015 0.03647339566 0.9366995 0.03647470039 0.574257 0.05128284804 0.5739405 0.0514929864 0.5739025 0.05151307141 0.5739005 0.05151465567
79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 79.7685 2.050874982 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 69.744 1.879047123 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005 78.2605 2.234492005
